image_path,text
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1050.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1051.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1052.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1053.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1054.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1055.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1056.jpg,b = \sqrt { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1057.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1058.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1059.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1060.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1061.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1062.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1063.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1064.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1065.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1066.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1067.jpg,6 9 + ( ( 1 1 2 - 4 6 ) / 1 2 6 ) > 6 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1068.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1069.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1070.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1071.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1072.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1073.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1074.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1075.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1076.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1077.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1078.jpg,x ^ { 5 } + x + a
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1079.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1080.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1081.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1082.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1083.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1084.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } a _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1085.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1086.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1087.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1088.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1089.jpg,1 5 1 \pm 1 4 3 \div 9 7
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1090.jpg,( g ^ { - 1 } ) ^ { i j }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1091.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1092.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1093.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1094.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1095.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1096.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1097.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1098.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1099.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1100.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1101.jpg,f + g
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1102.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1103.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1104.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1105.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1106.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1107.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1108.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1109.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1110.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1111.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1112.jpg,- 2 x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1113.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1114.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1115.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1116.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1117.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1118.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1119.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1120.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1121.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1122.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1123.jpg,6 7 - 1 3 2 - 1 8 1 - 1 9 4 = - 5 2
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1124.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1125.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1126.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1127.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1128.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1129.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1130.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1131.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1132.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1133.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1134.jpg,2 ^ { 5 0 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1135.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1136.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1137.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1138.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1139.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1140.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1141.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1142.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1143.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1144.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1145.jpg,( ( 1 1 7 \times 5 4 ) \div ( 1 4 1 \times 1 2 4 ) ) - ( ( 7 0 \div 1 9 3 ) \div 1 5 9 ) \geq 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1146.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1147.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1148.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1149.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1150.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1151.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1152.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1153.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1154.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1155.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1156.jpg,2 { k } { \pi }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1157.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1158.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1159.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1160.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1161.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1162.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1163.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1164.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1165.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1166.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1167.jpg,( 1 6 6 + ( 9 3 \times 6 7 ) ) - ( 6 4 + 1 2 7 + 1 7 6 ) \leq 6 0 3 0
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1168.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1169.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1170.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1171.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1172.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1173.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1174.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1175.jpg,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1176.jpg,\sin x - \sin y - \sin \left( x - y \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1177.jpg,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1178.jpg,y ( 0 ) = \alpha _ { 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1179.jpg,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1180.jpg,\lim _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1181.jpg,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1182.jpg,\lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1183.jpg,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1184.jpg,\frac { 1 } { a } F \left( a x + b \right) + C
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1185.jpg,\frac { \sin B + \sin C } { \cos B + \cos C }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1186.jpg,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1187.jpg,3 0 \times 2 9 x ^ { 2 8 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1188.jpg,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1189.jpg,2 ^ { 5 } + 2 + 1
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1190.jpg,\lim _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1191.jpg,x _ { 1 } + x _ { 2 } = x _ { 3 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1192.jpg,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1193.jpg,\sqrt { b ^ { 2 } - 4 a c }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1194.jpg,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1195.jpg,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1196.jpg,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1197.jpg,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1198.jpg,a + b + c + d + e
D:\PycharmProjects\finetune-qwenvl\qwen2-vl\latex_ocr\1199.jpg,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
